"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","slide_name","correct_answer","difficulty","rank","items","correct","question_order","mental_demand","physical_demand","temporal_demand","performance","effort","frustration","ai_answer","confidence_rating","trust_rating","ai_certainty"
"image-keyboard-response","565","1338554","0.0-565.0","","","","","","1280","img_transparent/Image34.jpg","s","transparent_trial","Image34","Safe","0.55","134","5","1","","","","","","","","Safe","","","83"
"html-keyboard-response","566","1339556","0.0-566.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","567","1343565","0.0-567.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","568","1344495","0.0-568.0","","","","","","921","img_transparent/Image44.jpg","s","transparent_trial","Image44","Safe","0.11","36","6","1","","","","","","","","Safe","","","97"
"html-keyboard-response","569","1345495","0.0-569.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","570","1349498","0.0-570.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","571","1350732","0.0-571.0","","","","","","1226","img_transparent/Image5.jpg","s","transparent_trial","Image5","Safe","0.1","33","3","1","","","","","","","","Safe","","","97"
"html-keyboard-response","572","1351733","0.0-572.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","573","1355735","0.0-573.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","574","1357801","0.0-574.0","","","","","","2056","img_transparent/Image127.jpg","s","transparent_trial","Image127","Safe","0.44","114","7","1","","","","","","","","Safe","","","86"
"html-keyboard-response","575","1358802","0.0-575.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","576","1362804","0.0-576.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","577","1363549","0.0-577.0","","","","","","733","img_transparent/Image43.jpg","s","transparent_trial","Image43","Safe","0.43","107","5","1","","","","","","","","Safe","","","87"
"html-keyboard-response","578","1364551","0.0-578.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","579","1368559","0.0-579.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","580","1369460","0.0-580.0","","","","","","893","img_transparent/Image102.jpg","s","transparent_trial","Image102","Safe","0.19","53","5","1","","","","","","","","Safe","","","94"
"html-keyboard-response","581","1370462","0.0-581.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","582","1374473","0.0-582.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","583","1375634","0.0-583.0","","","","","","1154","img_transparent/Image79.jpg","d","transparent_trial","Image79","Danger","0.12","37","7","1","","","","","","","","Danger","","","96"
"html-keyboard-response","584","1376636","0.0-584.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","585","1380640","0.0-585.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","586","1381919","0.0-586.0","","","","","","1271","img_transparent/Image80.jpg","d","transparent_trial","Image80","Danger","0.14","45","6","1","","","","","","","","Danger","","","96"
"html-keyboard-response","587","1382920","0.0-587.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","588","1392277","0.0-588.0","","","","","","9353","","{""confidence"":5,""trust"":5}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","589","1392913","0.0-589.0","","","","","","633","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">10 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","590","1396173","0.0-590.0","","","","","","3257","","{""confidence"":6,""trust"":6}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","591","1400177","0.0-591.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","592","1401145","0.0-592.0","","","","","","955","img_transparent/Image53.jpg","s","transparent_trial","Image53","Safe","0.8","150","4","1","","","","","","","","Safe","","","75"
"html-keyboard-response","593","1402191","0.0-593.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","594","1406195","0.0-594.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","595","1407620","0.0-595.0","","","","","","1412","img_transparent/Image101.jpg","s","transparent_trial","Image101","Safe","0.36","96","7","1","","","","","","","","Safe","","","89"
"html-keyboard-response","596","1408622","0.0-596.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","597","1412624","0.0-597.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","598","1414656","0.0-598.0","","","","","","2024","img_transparent/Image23.jpg","s","transparent_trial","Image23","Safe","0.28","76","2","1","","","","","","","","Safe","","","91"
"html-keyboard-response","599","1415658","0.0-599.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","600","1419659","0.0-600.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","601","1420514","0.0-601.0","","","","","","845","img_transparent/Image21.jpg","s","transparent_trial","Image21","Safe","0.04","3","3","1","","","","","","","","Safe","","","99"
"html-keyboard-response","602","1421516","0.0-602.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","603","1425518","0.0-603.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","604","1426251","0.0-604.0","","","","","","724","img_transparent/Image24.jpg","s","transparent_trial","Image24","Safe","0.06","14","4","1","","","","","","","","Safe","","","98"
"html-keyboard-response","605","1427253","0.0-605.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","606","1431257","0.0-606.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","607","1432333","0.0-607.0","","","","","","1066","img_transparent/Image92.jpg","s","transparent_trial","Image92","Safe","0.24","63","7","1","","","","","","","","Safe","","","93"
"html-keyboard-response","608","1433334","0.0-608.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","609","1437336","0.0-609.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","610","1438625","0.0-610.0","","","","","","1283","img_transparent/Image139.jpg","d","transparent_trial","Image139","Danger","0.16","48","9","1","","","","","","","","Danger","","","95"
"html-keyboard-response","611","1439627","0.0-611.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","612","1443639","0.0-612.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","613","1444501","0.0-613.0","","","","","","851","img_transparent/Image50.jpg","s","transparent_trial","Image50","Safe","0.27","73","5","1","","","","","","","","Safe","","","92"
"html-keyboard-response","614","1445503","0.0-614.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","615","1449514","0.0-615.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","616","1450360","0.0-616.0","","","","","","838","img_transparent/Image31.jpg","s","transparent_trial","Image31","Safe","0.17","51","5","1","","","","","","","","Safe","","","95"
"html-keyboard-response","617","1451361","0.0-617.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","618","1455363","0.0-618.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","619","1456469","0.0-619.0","","","","","","1094","img_transparent/Image33.jpg","s","transparent_trial","Image33","Safe","0.17","52","4","1","","","","","","","","Safe","","","95"
"html-keyboard-response","620","1457473","0.0-620.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","621","1462022","0.0-621.0","","","","","","4545","","{""confidence"":5,""trust"":5}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","622","1462619","0.0-622.0","","","","","","594","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">10 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","623","1466957","0.0-623.0","","","","","","4335","","{""confidence"":6,""trust"":6}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","624","1470961","0.0-624.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","625","1471781","0.0-625.0","","","","","","814","img_transparent/Image82.jpg","d","transparent_trial","Image82","Danger","0.06","16","7","1","","","","","","","","Danger","","","98"
"html-keyboard-response","626","1472783","0.0-626.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","627","1476785","0.0-627.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","628","1477298","0.0-628.0","","","","","","500","img_transparent/Image12.jpg","s","transparent_trial","Image12","Safe","0.07","20","4","1","","","","","","","","Safe","","","98"
"html-keyboard-response","629","1478300","0.0-629.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","630","1482310","0.0-630.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","631","1482942","0.0-631.0","","","","","","620","img_transparent/Image45.jpg","s","transparent_trial","Image45","Safe","0.35","94","6","1","","","","","","","","Safe","","","89"
"html-keyboard-response","632","1483944","0.0-632.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","633","1487954","0.0-633.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","634","1488854","0.0-634.0","","","","","","887","img_transparent/Image63.jpg","s","transparent_trial","Image63","Safe","0.33","87","6","1","","","","","","","","Safe","","","90"
"html-keyboard-response","635","1489855","0.0-635.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","636","1493857","0.0-636.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","637","1495012","0.0-637.0","","","","","","1142","img_transparent/Image77.jpg","s","transparent_trial","Image77","Safe","0.16","50","5","1","","","","","","","","Safe","","","95"
"html-keyboard-response","638","1496015","0.0-638.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","639","1500025","0.0-639.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","640","1503302","0.0-640.0","","","","","","3269","img_transparent/Image40.jpg","s","transparent_trial","Image40","Safe","0.07","18","5","1","","","","","","","","Safe","","","98"
"html-keyboard-response","641","1504304","0.0-641.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","642","1508305","0.0-642.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","643","1509288","0.0-643.0","","","","","","973","img_transparent/Image98.jpg","s","transparent_trial","Image98","Safe","0.13","42","8","1","","","","","","","","Safe","","","96"
"html-keyboard-response","644","1510315","0.0-644.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","645","1514321","0.0-645.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","646","1515183","0.0-646.0","","","","","","856","img_transparent/Image140.jpg","d","transparent_trial","Image140","Danger","0.28","77","9","1","","","","","","","","Danger","","","91"
"html-keyboard-response","647","1516184","0.0-647.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","648","1520194","0.0-648.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","649","1521303","0.0-649.0","","","","","","1096","img_transparent/Image125.jpg","s","transparent_trial","Image125","Safe","0.55","136","7","1","","","","","","","","Safe","","","83"
"html-keyboard-response","650","1522358","0.0-650.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","651","1526370","0.0-651.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","652","1527672","0.0-652.0","","","","","","1297","img_transparent/Image141.jpg","d","transparent_trial","Image141","Danger","0.08","27","8","1","","","","","","","","Danger","","","98"
"html-keyboard-response","653","1528673","0.0-653.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","654","1533625","0.0-654.0","","","","","","4950","","{""confidence"":6,""trust"":5}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","655","1535053","0.0-655.0","","","","","","1426","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">10 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","656","1539295","0.0-656.0","","","","","","4240","","{""confidence"":6,""trust"":6}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","657","1543298","0.0-657.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","658","1545839","0.0-658.0","","","","","","2531","img_error_transparentAI/Transparent_Error1.jpg","s","transparent_trial","Transparent_Error1","Safe","0.53","131","6","1","","","","","","","","Safe","","","98"
"html-keyboard-response","659","1546840","0.0-659.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","660","1550841","0.0-660.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","661","1552962","0.0-661.0","","","","","","2115","img_error_transparentAI/Transparent_Error2.jpg","d","transparent_trial","Transparent_Error2","Safe","0.52","128","5","0","","","","","","","","Danger","","","91"
"html-keyboard-response","662","1553964","0.0-662.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","663","1557971","0.0-663.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","664","1560016","0.0-664.0","","","","","","2035","img_error_transparentAI/Transparent_Error3.jpg","s","transparent_trial","Transparent_Error3","Danger","0.16","48","9","0","","","","","","","","Safe","","","93"
"html-keyboard-response","665","1561017","0.0-665.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","666","1565019","0.0-666.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","667","1567071","0.0-667.0","","","","","","2043","img_error_transparentAI/Transparent_Error4.jpg","d","transparent_trial","Transparent_Error4","Danger","0.51","127","9","1","","","","","","","","Safe","","","83"
"html-keyboard-response","668","1568072","0.0-668.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","669","1572074","0.0-669.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","670","1573931","0.0-670.0","","","","","","1848","img_error_transparentAI/Transparent_Error5.jpg","s","transparent_trial","Transparent_Error5","Danger","0.3","81","9","0","","","","","","","","Safe","","","96"
"html-keyboard-response","671","1574933","0.0-671.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","672","1578934","0.0-672.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","673","1580717","0.0-673.0","","","","","","1776","img_error_transparentAI/Transparent_Error6.jpg","d","transparent_trial","Transparent_Error6","Danger","0.05","7","4","1","","","","","","","","Danger","","","98"
"html-keyboard-response","674","1581718","0.0-674.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","675","1585719","0.0-675.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","676","1587661","0.0-676.0","","","","","","1934","img_error_transparentAI/Transparent_Error7.jpg","d","transparent_trial","Transparent_Error7","Safe","0.55","134","5","0","","","","","","","","Danger","","","89"
"html-keyboard-response","677","1588662","0.0-677.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","678","1592664","0.0-678.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","679","1595218","0.0-679.0","","","","","","2549","img_error_transparentAI/Transparent_Error8.jpg","d","transparent_trial","Transparent_Error8","Safe","0.71","146","6","0","","","","","","","","Danger","","","93"
"html-keyboard-response","680","1596220","0.0-680.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","681","1600222","0.0-681.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","682","1601181","0.0-682.0","","","","","","953","img_error_transparentAI/Transparent_Error9.jpg","s","transparent_trial","Transparent_Error9","Safe","0.54","132","5","1","","","","","","","","Safe","","","98"
"html-keyboard-response","683","1602230","0.0-683.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
